comment,star
味道不错，二个人要了这么多菜，感觉哪个都想吃,5
和朋友带宝宝去的。宝宝免费。他吃的很开心。??肉的味道很好。??不停的给肉。??很值。,5
不错，量够大，就是人太多，排了好久的队,5
11点到这开始点餐??等到11:30问??为什么菜还没上??结果竟然被告诉11:30才开始做??你为什么不能早告诉我们??我们这都还有别的事呢！！！气死了,2
味道还好吧！不明白为什么那么多人都在排队！,4
人很多，个人觉得味道不错，值得推荐,4
周六下午16:30拿号，6点才进场~真是非常火的一家店~菜品口味很好，推荐烤肉、拉皮、手撕排骨~排骨如果在入味一些就更好了。跳跳虾和炒螺片比较失败，虾很小也没有鲜甜的感觉~螺片非常的少，就是一大盘炒洋白菜~整体还是值得推荐的~,5
菜很好，服务也很好棒棒滴，一定还会去。,5
环境不错??口味实在一般??香薰排骨上来都是凉的??樱桃肉肉没什么味??下次不会再来了,1
娜娜家新开的店??比之前几个大了很多??一如既往的好吃??只不过价格越来越贵??性价比太低,4
味道比想象的差远了……那个特别推荐的熏排骨，味道跟小李烧鸡一样！太惊叹了！而且我吃的这份咸的发苦，一块没吃完就够了。金牌蛏子还可以，也是太咸了。奶香手撕饼还是不错的，推荐。金牌下饭菜，味道还不错，就是里面有芹菜，这个我不喜欢，纯属个人口味不同，里面放的肉太肥了，都挑出去了。一次管够。说实话那个熏排骨简直太失望了，不建议点。,2
还可以，第二次去，在去几次估计就没意思了,5
种类还算可以，就是上菜太慢了，一个多小时，烤制品还没上全，真是够了～,2
每次来都不会让我失望的娜娜家，味道跟颜值依然结合的非常完美！跟闺蜜小聚的不二选择！从四点多排号，四十分钟左右安排就坐，还可以。点了限量的奶酪罐子，感觉容量变小了呢，哈哈！吃不够啊！柠檬鸡甜脆多汁，彩虹沙拉吃起来不如凯撒沙拉过瘾，蘑菇汤真心不错，量大味足，配的法棍切片有撒盐，复合的口感极大的满足了味蕾！难得的美味！意面虽然量不是很大但胜在够香浓，双倍芝士焗鸡饭跟焗黑椒牛肉饭也都料足味美，芝香四溢，刚上桌还会滋滋冒油的！热量大大滴！但是吃不惯的人会觉得腻哦！饭后甜点来个钢琴戚风，配上拿铁和摩卡，回味无穷啊！,5
也许是我不会点菜，感觉就一般，不过饮料挺好喝的,2
比想象得差太远了??除了闹就是腻量还特别小??不正宗的西餐厅,2
这次去恒隆没什么意外，就感觉以前的炒作有点儿过分，根本没那么好，也许是这家餐厅的原因吧，口味只能说是一般，没什么特点，点了一道虾，虾线都没挑干净，而且菜量特别小。三杯鸡的口味还算不错，不过根本看不见几块儿鸡肉，不是葱就是蒜，感觉比较坑。鲜榨果汁但是还不错，货真价实的。另外就是那个贵宾厅根本就是存餐具的地方，开会来去的乱死了。总的来说只能给两星了，太一般了。,2
非常棒??无论味道还是服务??还会再光顾的,5
就觉得那个炒肉和虾仁还不错??其他的一般般吧,2
很难吃啊，又超级贵，菜量特别少，一点点肉酱意面就50，柠檬鸡有点腥，没处理好，还很甜，芝士海鲜饭，真的就是芝士，海鲜和饭，没什么亮点，真的不推荐来这家店，看点评来的，但是很一般很一般！三个菜155，最后还没吃饱??,1
总体感觉还好吧！朋友推荐的，菜品还算可口,4
哈尔滨道上的一家小店，收藏好久，店很小一共三层，每层四张桌子的样子，花椰菜是店家推荐的，辣椒虽然很多但吃的时候并不是很辣，七号肉丝很下饭，小馒头外焦里软（大概是这么形容）一份是两个人的量，好吃，点了魔鬼奶茶瓶子比较特色奶茶就是奶茶，不过酸梅汤倒是真心好喝（良心推荐，味道很浓）一大瓶两个人喝一人两大杯的量，酸奶是送的。。。,5
上菜那怎能一个慢字了得！头一次感觉大众有点\失蹄\了，真心不会再有第二次了！,2
排了一个多小时，才吃上，人太多了吧，上菜很慢，咖喱牛肉焗饭上来盘子是热的里面的土豆和饭都不是很热？,2
椅子也太难受了，也就梨汤还行，没一个菜好吃！量小，价贵，不如旁边外婆家,1
再一次点餐失败！吃饭排队的人事真多啊！三杯鸡上来都凉的。口也特别重。跟排骨点重了。味一样。第一次吃的时候还可以啊，怎么这次这么差劲。疙瘩汤还可以，每次都点。肉饼也不错，就是这次上餐速度也特别慢，菜上来也是凉的。,2
没有想象的好，我不是很爱吃。也不至于排队,2
真是不知道为什么这么多人排队。周五中午和朋友去的恒隆，11点之前就到了，人不多，所以选了这家，看点评的特色菜点的，熏排骨熏的味道很重，排骨肉有点柴，也不脱骨。三杯鸡味道中规中矩，锅包肉油大，金牌烤茄子的尖椒比茄子还多，而且很辣。还点了三个冰淇淋球，味道还行。不会再去了,2
真心是一般般完全不知道为啥评分嫩么高！只能说还行吧。。。,2
挺不错的一家店，基本上什么时候都排队，昨天八点多去的也拍了一会儿，因为他家的环境不错，菜品也算比较丰富不错，尤其他家的烤肉，不仅样子比较独特，而且口味也是很好的，他家的疙瘩汤算是中上等水平，整体量也算比较大。,4
去天津的第一餐，环境不错，年轻人开的小店，菜的味道也不错，很有创新。,5
看评论大家都说好吃，真的吃了，觉得不是太好，不过小吃还不错，更新的挺快的。本来是奔着蜜汁梅肉去的可是好失望，太腻了，最最悲惨的是回来拉了两天的肚子，太难受了，再也不想吃了。,2
东西不错，服务太次了。多一点就扣钱。扣钱无所谓，但是你至少说一声，人还没离开桌子了。至于吗？扣10你就是扣100也没事。你至少说一声！都什么服务态度。东西再好，服务太次有意思吗？,1
不喜欢，招聘奶酪罐子很腻，吃不下去，真心不喜欢，上来的菜都是凉的,1
服务和环境都很好，菜品很全很好吃，也很新鲜，烤肉的味道也很好，以前在山东淄博吃过，这次来天津也是专门跑过来吃的，还是一样的味道，非常棒，性价比很高的烤肉自助,5
烤肉很不错，和金汉斯很像，自选菜里有虾有蟹，不过味道就一般了。,5
在网上排的号，到那时候人是超级多啊！吃了熏排骨，金牌蛏子，还有爱吃的奶油手撕饼等！味道一如继往的好，还会来！,4
久闻娜娜家，没想到在这么隐蔽的地方，环境没得说，闺蜜去的早所以占了个沙发座，排队的人实在太多了，到我们吃完出来的时候都快九点了了，还有人在排队，而且还是周二。我们点了两个意面，非常好吃，尤其是那个烟花妓女意面，起初都没敢随便叫单，室内灯光暗，反复确认好几遍名字才点的，果然很好吃～还有沙拉，秘制的酱赞爆了～还有甜品，蓝莓华夫饼，超级好吃～,5
第一次慕名而来，却扫兴而归，点的几个菜全是点评推荐的，算是照本宣科了，大拉皮非常甜，几个热菜很香但是非常咸，点的鲜榨果汁，50左右吧，喉倒嗓子的甜，倒了两杯也没喝扔那了，总之很受折磨，可店里满员，排队的人非常多，实在不知为神马,2
菜太咸了。服务态度也不好。不想在去了。,2
总体说什么都还可以，为什么给一星呢？就是比较恶心了。菜单上写着9块一只的海盐烤虾，结账时就变18一只了！不知道什么情况！,1
最倒胃口的一次用餐，上菜不是一般的慢，催了N多次，就差打架了，再也不来了。真心的不推荐。,1
不错????去了两次了????妈妈大拉皮好吃????两个人吃不完,4
好多菜单里的都没有，味道一般，不如Nana's??bar,2
菜太咸了??吃完了都要飞起来了??最重要的是我和朋友吃完俩人都食物中毒了??朋友还好??只是胃口不舒服和吐了??我就是上吐下泻??胃口疼了一宿??转天才好??点的金牌蛏子那个??吃的时候就在疑惑是不是新鲜的??像是炒完了再放在蛏子壳上的感觉??所有菜都一个字??咸！！！还弄得食物中毒！！！以后再也不会再去了！！！,1
东西挺全的，味道也可以，烤玉米超级好吃，吃的都快撑死了～,5
根本没吃，顶门进来的，就两个焗饭，两个意面可以点，其他的全没有，大中午来吃饭，什么都没有，一杯喝的都要快40，都是简餐，比必胜客还贵，果断走了，这辈子估计都不会去，都是让人捧的,1
纯粹卖概念和奶茶的店????菜品味道一般??还死贵,2
环境口味都不错，值得赞一个，赞,5
人很多，需要排号，服务还不错，就是有点忙中规中矩吧，没有什么缺点也没有什么惊艳,5
点了几个招牌菜，真挺难吃的，梨汤不就是加了蜂蜜嘛，干酪鱼就是双皮奶，素烧鸡更难吃了，排队意义何在??,2
总体还可以，服务员说话的态度有问题不能因为生意好就不拿顾客当回事,4
环境还可以。今天是周一，人没有平时多。金牌烤蛏是特色，味道不错，烧排骨还好，铁板烧汁茄夹好好吃，每次必点,5
不好吃。油腻。服务差。吃完就拉肚子了,1
熏排骨味道棒棒达，不愧是招牌菜,5
东西真的不错??喜欢那的莫吉托??味道苦苦地????而且还有那里的沙拉也特别的好吃??一点都不腻得慌????我们去的时候正好前面有两个号??人还不算多????一直都喜欢鸡翅????就是不太习惯面里有芥末味道??是和闺蜜一起去的??吃的很好??环境也非常的棒??还能微信点餐????很高大上??下次还会去的,5
经常来吃，各个菜品都不错.......,4
一点都不好吃，还不能开酒，不许自带酒水，现在哪有这样的店，吃的不好，喝的不好，座位也不好。而且服务员人数太少了，根本服务不到位。,1
之前去过娜娜家2店，觉得味道不错，昨天偶然在大悦城看到娜娜家不用排队，但只能坐吧台且不能换桌，就想着反正也赶时间哪里都可以啦。进门之后，我说，麻烦给我们菜单，我们有些赶时间，然后小哥告诉我，需要绑定手机微信才能点菜！我说我不绑定，他说不绑就没办法点菜，我还真是新鲜了，吃饭还要帮微信，我不带手机就吃不了饭了？老公说赶紧点赶紧吃，别置气。把手机给服务员，出来的菜单跟饿了么一个风格，相当不直观，太麻烦了！吃个饭最少就要先坐那里研究15分钟，好吧，我们来了，我们按规矩点菜。这时小哥已经就开始对我们视而不见了，呵呵。又喊了另一位，终于下好了单，问题又来了。“我们这里不允许带吃的和喝的。”当时我老公手里拿着喝到还剩半杯的奶茶，我手里拿着一桶没开封的爆米花。我们被彻底雷到了。好吧，娜娜家很火，娜娜家高***，我们这些“乡下人”真是不敢再坐下去了，没准上了菜再告诉我们废弃物不能放在桌上，否则罚款，我们就彻底傻了。赶紧跑吧，吃个饭还是不要太累，太气的好。我们只想吃个舒心饭。,1
父亲节去的，中午吃烧麦吃饭撑，所以没有要太多的菜，汤很好喝，熏排骨做的味道很好吃，饼饼奶香味特别浓，强烈推荐。。,5
去过就有上一当的感觉，菜就乎吃口，最可恨的是在它家点的啤酒开了瓶都待等着,1
吃过几次了饭点人挺多的需要等号！外道还可以,4
周末去的，七点半快到时才想起来预约，已经到76号了??。不过真没想到这么快，也就等了不到30分钟吧…点了几道评价不错的招牌菜，果真是量大味美、价钱不贵。优惠后我们四人才吃了230元。…下次还会来。??,5
东西挺好吃??装修比较赞??服务也比较热情??总体不错的,4
味道还可以，可以推荐，但是排队的人倒是超级的多。,5
味道不错，难得有比较有滋味的小菜,4
就是好吃倒是好吃，但是有点漫天要价的感觉，一个小店根本菜品不值那么贵,2
味道真是不算好呢，不挑剔的小伙伴都说不好吃。,2
很差呵呵呵??自己买的饮料必须被没收??送到他们的冰柜里??放起来??等到你走才能拿到??点餐给二维码??扫完进公众号??搜他家店??点单??但是只是在上面看看??实际需要到前台真正点单??交费??四点前没有正餐??本来告诉我??三点半就能点??结果三点半去了告诉我到四点再来??阐述事实??您自便,1
首先服务员态度很好，菜的味道我实在难以接受，价格又高，为毛还有这么多人排队，到这里用餐是装小资的最好方法嘛,2
早有耳闻??上回但天津就想尝试一番??但时间关系没能得偿所愿??天津餐馆真心量大实惠??每次吃的很饱??再吃下一顿比较有压力??这次到达直奔7号馆??哈尔滨道上很好找??以前周围有个卖爆米花的伯伯??这次没看到他出摊??到店的时候刚巧有张桌子??不用等位??但就餐需要等一会儿的??其实也还好??前后不到10分钟也吃上了??第一道剔牙鸡??不错??其实也可以理解成是孜然鸡丁??鸡肉很滑嫩??弹润??也比较入味??挺好吃的??就是微微有点点油强抱洋白菜??很清新??清淡??清口????吃着舒服??化解油腻??还要了道凉菜翡翠什么??微甜口??冰冰凉凉的??2个人这些菜没吃完??他家量还好??不多也不少??就是菜单里没有干煸鱿鱼须有点遗憾????估计那一道确实比较费功夫倒是真的,4
我以为只有我家去了8个人，连拉带吐4个人。。。看了评价才发现，也有人这样啊。。。卫生堪忧。。。不敢再去了。。。,1
烤肉种类很多，没全尝过来，吃很饱,4
还好吧一上楼一股厕所味??晕死了??洗手一半没水了,2
服务太差了！不知道老板怎么训练的服务生！,1
春节期间有点嘈杂，尤其刨冰声音太大,4
很不错，去过好多次了，就是门口服务员态度很一般。,5
非常不好吃????还特别贵????等的人那么多????也不知道是不是拖,2
吃的还可以偶尔吃一顿还可以了，但是服务就差的多了，服务员爱说谎话，非常可恶的,1
总体感觉很一般，口味很淡，适合老人和孩子，招牌芥辣虾冷的，因为里面都是水果，招牌烤蛏是瘦身版的，跟菜单上完全不一样，妈妈花椒鱼片根本没味道鱼还是凉的，就小炒章鱼味道还不错就是章鱼太少了，非常不推荐煎黄米饭，因为服务员推荐所有点了，但是味道太难吃了，就像在吃坨了的小米粥,2
就那么回事，一般，西餐厅也这意思,1
去的时候人不是很多所以上菜很快。妈妈大拉皮量足味道佳强烈推荐，锅包肉有些油腻。酸汤肥牛入味咸淡适中。,4
这次去娜娜家真的是失望，我是第一次去娜娜家吃饭，以前总想去但一直没时间，昨天正好和朋友有时间我俩就相约娜娜家，大概是4点30左右到的，没有排号，直接进去，一进去感觉特别杂乱，放着狂躁的音乐，人们说话也很大声，给你感觉特别烦。她家点餐是微信点，不喜欢，记不住菜单，真是硬伤，都点完菜去结账也卡壳，支付宝二维码扫不出来，大众点评说不是新版本，亲我刚更新完好不，结果最后刷的卡！接着等待上餐，上餐的速度还可以，很快就上齐了，这时朋友也到了，俩人开吃，味道可以，就是吃到最后特别腻，偶俩都有想吐的感觉，然后就没在吃！然后的然后就是大半夜我肚子开始疼，去了一次厕所，回来还疼，忍痛继续睡觉，但是直到今天晚上这一天我一直在去厕所，也就是说从娜娜家吃完回来就开始闹肚子了，不止是我，我的朋友也一直闹肚子，真受不了，娜娜家就这么不卫生啊，从半夜就折腾我俩，下次真的在也不要去娜娜家了！,1
真的只是骗小女生的地方，以前的***地已经被很多的新式餐厅取代了。但是依旧有忠实***粉被点评忽悠而来。不可否认，店家对于环境的营造还是颇用心的，但是饭馆终究是要吃喝的，菜品饮品的口味就实在不敢恭维了。冷静想想，你在家做饭多放点芝士和黑胡椒也就差不多了。饮品更是无力吐槽，优格求你买点好的酸奶，用心做好么！,1
不喜欢吃港式菜品的男票觉得很好，味道确实不错！还赶上周二团购，很合适哦！,5
点了一个有鱼肉丸子的汤名字忘了，我和老公都挺喜欢的，饭菜味道整体都喜欢，就是不太喜欢服务员一直在收盘子，熏排骨刚上我和老公还没怎么吃，就要过来收，一看还有很多就没拿，过了一会儿又直接把凉菜拿走了，还至少剩了三分之一没吃，我还想吃呢，有点不开心。吃饭很赶人，都不踏实，明白后面还有人等座，你们想多挣钱，但是我也是正常花钱进来的啊，也没吃多久，菜刚上齐。,2
排了快40分钟的队，感觉失望透顶，几乎没什么印象深刻的菜品，除了干酪鱼讲真还是可以。,1
真心算得上难吃了，除了熏排骨和奶香饼以外都很失望，总体感觉就是太油腻，吃完不太舒服，蛏子很咸还不新鲜，宫保鸡丁居然像染了红色，对了玉米汁还不错,2
大家千万不要吃了，我们三口吃完回家都拉肚子了，其中我是最厉害的，又吐又拉了两次，孩子吃的少，3岁就吃了一点，回来也拉水了，不知道他家东西怎么回事，那么多人昨天排队吃饭，不知道是不是回家都这样，吃了那么多地方的自助餐，这个地方太恐怖了，差点要命啊！以后再也不敢去了????????,1
菜味道差，服务差，价格贵，为什么大家排队？,1
口味可以，环境可以。上菜速度超级慢，服务员态度还可以，但是有点糊涂，米饭要了三回才拿来,2
奶酪罐子都变质了，吃到嘴里都是辣的，店方就是不承认，没办法店大欺客。回到家就拉肚子了。,1
终于吃了心心念念的小吊梨汤真的最近一段时间太火了我从开业就想来??但是一直都是懒得排队终于下定决定和闺蜜早起大概十一点多到的??拿了53号??前面51桌在等待我们仨人都崩溃了后来看到叫号器??等待的桌数从五十多到一百多还是挺欣慰的门口太拥挤??我们选择了去旁边雪冰坐一会??位置正好能看到叫号器??简直太机智后来排队的人特别特别多??店里的人在外面免费提供一个鸡蛋做的小吃??吸引了好多人??还有免费的水??虾片??很用心等了不到一个小时就进去了??进去之后里面感觉很大??有种老北京“茶馆”的即视感广播里放着评书??感觉不错。再来说说菜品【枇杷梨汤】我们三个人都比较爱喝酸的??所以达成一致点了枇杷味的梨汤??很浓稠??特别好喝??特别特别好喝！【素烧鸡】有点像天津的卷圈??里面夹的豆皮??沾醋吃味道也不错【香橙鱼】总觉得这道菜的名字应该理解为“香辣??橙色??的鱼”完全没吃出香橙的味道??有点辣????鱼刺比较多????中规中矩【杏仁豆腐】性价比太高了??六块钱一份??好吃！??喜欢杏仁味道的朋友一定要尝尝【招牌豆腐】我觉得没什么味道??但是闺蜜特别喜欢吃??脆脆的【牛肉烩饭】这是我最喜欢的一道菜了??身为一个天津人??我觉得这就是天津的咸饭里面有蘑菇大白菜??牛肉特别多??可以当作主食??很棒！【干酪鱼】这个真的很棒??味道像牛奶布丁一样??口感十分Q弹如果不是我们要去看电影没法带??我们三个人真的想一人打包一条回家总之没有想象中那么好吃??可能是点的菜没点对下次多叫几个朋友??想来尝尝烤鸭,4
服务和环境还不粗、就是口味饿??真的太一般了,2
以前在老店吃过一次??觉得很一般??导致每次去大悦城都不会选择娜娜家??这次其他的实在吃腻了??就想再吃一次吧??结果??还不错??环境很喜欢??吃的嘛??见仁见智吧,4
服务态度极差，拿了一杯别家买的喝了一半的饮料带进去刚准备点餐，服务员就来要把我们赶出去，说不许外带食品。弄的一点吃饭的心情也没了。,1
点的都是大众点评推荐的菜，但是味道真心不像评价都那么好，真不敢想象那些没被推荐的菜是什么状况，性价比很低，店内没有菜单需要扫描二维码手机上点菜，手机或者现金支付无法刷卡，平日需要排队估计大家被所谓的环境吸引，除了环境没什么吸引人的地方，而且店内有怪怪的味道影响心情！,1
先说服务吧，几乎让人崩溃了～吃一顿饭没两个小时的时间不要考虑来这里，堪比龟速上菜速度，服务员态度拽拽的，上来就先告诉你哪个做得快，其他的要且等很慢（实际上很明白商家的这种营销手段啦…但没必要这么夸张～），ok，来天津玩一趟嘛，尝尝点评如此之“高”的天津菜，味道就是非常普通的家常菜的味道，还不如自己家里吧啦一下炒出来的好吧（米饭都带着糊锅巴??口感差评），服务员上第一道菜是直接撂桌子上的，挺没礼貌的，如果在北京的话，我一定就翻脸了，毕竟出来玩忍了忍。上来的第一道菜并不是服务员推荐说快的菜，而是慢的，又等了十多分钟问了服务员推荐的那道做得快的菜为何还木有上来，服务员不好意思找不到借口解释了，就说这会儿人挺多的??…点了三道热菜，差不多一个小时上齐了…总结了一下为何门口排队的人那么多，因为地方小、厨师就一个人上菜速度慢，最重要的是营销手段、点评评分高…所以你要是看着点评来吃这家菜的估计会失望而归吧～特意花了十多分钟客观评价一下，也是希望能给想来这家吃饭的朋友一点客观建议。名誉其外败絮其中。,1
一个小时才上菜??把我们忘了??服务太差,1
好吃的一家餐馆，和爸爸妈妈一起去的，爸妈觉得挺不错的，下回继续去！,5
真的不知道为什么会这么火，排了那么半天，居然给我吃这个，点的几乎都是特色，感觉除了干酪鱼其他全是雷，炒肝的味道还算过得去，那个牛肉烩饭？！什么鬼??没有牛肉只有不咸不淡的牛肉汤泡饭，还有那个海鲜疙瘩汤，海鲜在哪？别人评价里说有鱿鱼丁，我发誓！一个丁都没得！藤椒排骨告诉我快没了要我赶紧下单，一上来就六块排骨??也许是因为快没了么……总之，不会再来了。那个干酪鱼是真不错,1
点了个大皮??还不会拌??多亏了上菜小哥哥帮忙??服务没得说??但是觉得好像换厨子了……跟原来不一样了,2
服务不好，服务员应该都是临时的，手会沾到菜里，盘子也会蹭到菜里，带了点吃的在等饭的时候吃，说不能吃外带食物，需要放到冰箱存着，虽然后来还是给我了，但已经不想再去了，室内温度也很高，吃顿饭都吃湿了。,2
菜品学外婆家一般，价格死贵，餐厅里面太热，最后交费时闹了一通不愉快，第一张单子一碗米饭1??块5??，第二张单子就变成3??块钱一碗，偷偷的改了价还不承认，收银员态度恶劣。,1
太油腻了，味道太一般了！下次不会去了,1
"总体感觉不错!,活动期间有优惠,挺合适的,一大家子人一起,自助餐重在花样多,挺好的.",5
没吃上，但是门口拿号的服务员真是够了。那白眼翻的。就算多好吃也不打算再去了。,1
私家菜馆的感觉，在和平路附近，旅游来吃的，环境安静，3楼的服务员小哥特别暖心有爱的感觉，推荐。点了几个点评上好评的菜：1、馋鱼蜜虾：菜盘下面是个小浴缸，里面游着一只小热带鱼，这就是那条馋鱼，它是不能吃的;-)??吃的是蜜虾，感觉用了芝士、沙拉或者什么做的料，从没吃过的口味。虾一颗一颗又大又嫩，处理的很干净，好吃。虾球的下面还有香蕉和红心火龙果铺底。确实好吃又精致。2、剃牙鸡：非常鲜嫩的鸡胸肉，孜然味儿，特别好吃。主要特点是它的孜然味儿，特别好吃。3、大咖菜花：又辣又香又香，重口味，非常好吃。用的有机菜花，很新鲜，还略带一点点麻椒味儿，挺香。4、酸奶：店家赠一杯自制酸奶，凉凉的很好喝哦。总体来说，菜品精致有特色，份量恰好，环境安静，服务亲切。,5
噱头！排了快三个小时。。。都是骗子，里面有位子也不放人，说要放慢速度，就是故意造成很火的假象！还有里面很多桌子坐了人不点东西，全程玩手机，明显就是拖！,1
11:40多到的，人已经很多了，直接进去，吃了一会才验券…口味：刚进去觉得眼花缭乱，其实吃下来肉菜不是很多。但凉菜，甜品，炒菜各种都很好吃，这真是难得，我很喜欢#蓝莓山药#??、#巴德炒面#??、#蛋挞#??水平都和专门卖的有一拼~炸鸡翅面太厚，并不好吃，#酸奶#??有点坑吧，是加稠版营养快线????????#蛋筒冰淇淋#??的蛋筒不太好吃，冰淇淋是我不太喜欢的沙沙的那种味道到还不错。送上桌的烤肉不得不说挺慢的，因为它地方大人多吧，我们吃了6种，后来再上的时候都吃饱了…我说的不好吃的是仅有的几个不好吃，好吃的太多说不过来~口味是我吃过不错的了服务：收盘子很及时，能开发票，就是找钱太慢，有的菜没了上的不及时，要么刚开始去要么12点多去，那时候菜多环境：离商场近，人多，一般好找，干净！少给的一星是肉有点慢，希望能想办法改进一下，整体还是很棒的,4
离我们太远了，不过味道不错，爱吃那烤肠,4
不爽店长差不多到的时候打电话给他，他说店里满了，30分钟之后再过来。既然到了那就进门等吧，等了几分钟，老板让上二楼坐，二楼有一半是空的??吃完要走的时候就厉害咯…………老板在说，这桌俩人也是只点两个菜我的天……饭量少吃少点也有意见？！那你转行开自助吧,2
食物量够大，就是味道一般，对食品品味要求高的人士不太适合！,1
自打开了天河城，好久没来滨江道这边了。带大学同学来这边溜，想尝尝天津菜。最有意思的是柒号馆最早还是香港吃友推荐给我的了，第一次去的时候，对菜单印象深刻，感觉超有意思，这么个性的名字，店家煞费苦心啊！味道也不错，人也算不少，但是翻桌很快。,5
很少会给一些差评，感觉这家也就是名声在外，由于我请朋友吃饭，朋友中午还得上班，所以我是提前一个小时过去拿的号。感觉没有传说中的人这么多，可能前段时间的排队的热情已经过去了吧，我直接就进去了。等了很半天，由于要等着朋友来才能点菜。服务员就把我搁下了，并不是特别热情，连杯水都没给，我都等了快40分钟了，才过来一个服务员给我倒了一杯水。感觉点菜上菜的速度也比较慢，朋友下午还要上班，我们吃了也比较赶。基本上点的都是推荐菜，几个菜没什么太多的亮点，两个人花了不到200块钱，感觉一点儿也不值，由于比吃的比较赶，还有另外两个菜都没有来得及拍。以后再也不回来了。,2
环境不错????味道不错????找到了以前金汉斯的影子,4
真心不好吃，点的鱼香肉丝，太难吃，牛肉也嚼不动，煮饺子不熟。还那么多人，失望,2
下午四点后不能用代金券??好吧，四点前没有主食??好吧，四点之前吃下午茶也行啊??结果呢??前台说网连不上??我去！你们店可真大！,1
北李妈妈菜总是排大长队啊~每次都惶恐啊~这回终于下定决心耐心排队了！妈妈薰排骨很好吃！妈妈大拉皮也超级好吃！有一个拉花罐，里面放的小料浇在拉皮上，但是要少浇！多了会咸！蛏子和拉皮都比较咸~这里的菜都偏咸好像！手抓饼超级好吃！推荐三个菜，手抓饼，排骨，拉皮~上图,4
没什么意思????比较贵????和天津地道菜????没法比,1
真心觉得不怎么样??价格比较贵??基本都在40-50之间??吃食也不算多大多数都是甜品类的??彩虹沙拉真是没治的难吃??微信点餐一点儿也不方便??不知道为嘛那么多人喜欢??也就环境还行??服务也就那样??半天没人搭理,1
菜品精致，量足，还会继续支持的呦,5
东西齐全，味道很好，品种丰富，还有螃蟹,5
正宗东北菜????好吃！服务好????好多等位置的天津人,5
一般般，看不见啥东西，钱就吃没了，环境也一般般，不知道是不是恒隆里的消费都比较高，山药全是葱味，都没山药味了,2
每次去排队人都很多，这次正好吧台不用等位，就选了吧台，环境一般，大家点的菜品都差不多。我们要的草莓奶油芝士华夫饼，柠檬鸡翅，奶油焗饭，彩虹沙拉，蓝莓特饮和巧克力沙冰。菜品卖相很好，适合照相，味道也还不错，上菜很快，有的菜品耗时长，服务员会提前耐心说明，客人很多，但服务态度还是很好的，还会给加白水，两个女生没有吃完点的这些，基本上吃一些就饱了，出新菜品也许还会去。,4
稍微等位了一会，时间不算长。后来几次路过，人都乌央乌央的，估计是和性价比高有关。#妈妈熏排骨#??最早是在华粤餐厅吃到的，当时还很没见识的惊艳了一下，后来在接头暗号也吃了，这家做的还是不错的。烤鸡味道的大排骨，肉烂脱骨，不柴不腻，味道也是香喷喷，食欲大增。#金牌烤蛏#??挺入味的，确实赞，差不多每桌必点。#金牌烤茄子#??有些偏咸了，总体感觉他家菜都偏咸。#萌萌的小猪包#真是够***的，管自己叫萌萌的。甜甜的馅儿，造型也讨喜，16元四个，感觉还挺实惠。后来同学揭穿，说是淘宝上20来块钱一大袋子，速冻的，额。好吧，可以买些哄小朋友。,4
天津的朋友带我来??说是网红店??门口排队的人确实不少??有免费的虾片??接下来基本是吐槽【小吊梨汤】不得不说真的不好喝??没有什么梨味儿??说是和银耳熬的所以比较粘稠??可是口感和藕粉没有什么区别【干酪鱼】这个相比之下最好吃的菜了??是相比之下??说白了就是奶酪放在鱼形状的模子里印出鱼的样子??和鱼一点关系也没有??就是原味奶酪【梨球果仁虾】超级腻??虾剥掉虾皮也没有什么味儿了??梨球是炸过的??咬下去一口全是油??真的是超级腻??失去了梨球本身的清香和甘甜【牛肉烩饭】中规中矩吧??没有什么特别出彩的地方??感觉还没有自己家里做的好吃【素菜炒】忘了是什么名字??就是粉条韭菜还有豆腐干炒??味道也是中规中矩??整体味道偏淡??不下饭??真的是特别失望的一次体验??网上评论说特别好??可能就是期望太高??吃完后看着门口还在排队的人真的无奈??不知道为什么还这么受欢迎,2
来天津玩儿??就直接点评搜了附近的天津菜??之前倒是真不知道天津除了狗不理包子和煎饼果子大麻花之外还有什么菜(??????▽??`??)??#环境#好像一共有三层？反正一来就给我们带到了二层??感觉还有能往上走的楼梯。就是楼梯稍微有些窄??下楼梯晕得慌哈哈哈#菜品#感觉整体而言有点儿像是创意菜??名字起的都很有新意【大咖花椰菜】感觉味道超级好??虽然看起来放了很多辣椒??但是真正的辣味儿并不明显??反而是看不见麻椒的麻味儿很浓郁??感觉是放了麻椒粉？总之个人很喜欢这道菜【馋鱼蜜虾】上来才知道“馋鱼”是怎么个馋法儿??盛菜的容器真是有特点。虾的味道口感也很棒??淡淡的芥末味儿??外面还裹有香蕉的味道??很棒的融合感??推荐~【津门老爆三】猪肉??猪肝儿??腰子??味道处理的都挺好??没什么奇怪的味儿哈哈哈??火候儿掌握的也不错??【来自星星的翅】没什么特点??中规中矩的炸品,4
挺好的，不限时长，还有我喜欢的情人梅，开心。吃完了还送好杯子呢,4
觉得很好吃！口味偏咸了一些！总体很好！,5
